time,FX.FLOWS.EMERGING.FXF_ALL.FXF_ALL.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ALL.FXF_ALL.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ALL.FXF_ALL.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ALL.FXF_ALL.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.FXF_ALL.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.FXF_ALL.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.FXF_ALL.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.FXF_ALL.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.CNH.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.CNH.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.CNH.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.CNH.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.HKD.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.HKD.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.HKD.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.HKD.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.IDR.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.IDR.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.IDR.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.IDR.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.INR.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.INR.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.INR.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.INR.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.KRW.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.KRW.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.KRW.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.KRW.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.MYR.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.MYR.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.MYR.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.MYR.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.PHP.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.PHP.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.PHP.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.PHP.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.SGD.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.SGD.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.SGD.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.SGD.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.THB.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.THB.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.THB.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.THB.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.TWD.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.TWD.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.TWD.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.TWD.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.FXF_ALL.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.FXF_ALL.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.FXF_ALL.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.FXF_ALL.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.CZK.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.CZK.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.CZK.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.CZK.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.HUF.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.HUF.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.HUF.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.HUF.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.ILS.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.ILS.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.ILS.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.ILS.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.PLN.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.PLN.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.PLN.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.PLN.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.RON.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.RON.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.RON.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.RON.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.RUB.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.RUB.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.RUB.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.RUB.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.TRY.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.TRY.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.TRY.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.TRY.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.ZAR.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.ZAR.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.ZAR.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.ZAR.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.FXF_ALL.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.FXF_ALL.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.FXF_ALL.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.FXF_ALL.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.ARS.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.ARS.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.ARS.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.ARS.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.BRL.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.BRL.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.BRL.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.BRL.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.CLP.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.CLP.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.CLP.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.CLP.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.COP.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.COP.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.COP.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.COP.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.MXN.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.MXN.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.MXN.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.MXN.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.PEN.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.PEN.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.PEN.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.PEN.FXF_RM.NET_INDEX
2015-06-18,-1.20827,-1.69555,2.49219,2.30557,-2.55854,-3.20379,3.01066,2.70126,-5.75529,1.90799,-4.30316,-1.33327,-1.633,-1.2273,0.746681,-8.6342,-0.690193,-12.547,-0.730385,-5.68114,-1.40235,-6.31911,0.368511,13.0007,1.31359,0.026308,12.4871,19.7653,-12.3544,-5.35735,6.02943,3.90616,4.56991,-12.1064,-4.97804,7.81365,1.3073,-2.86812,-22.6923,-1.8648,2.29694,-12.2768,3.51439,-10.6431,,-1.74499,3.99195,-8.5528,1.6692,-2.1278,0.840482,1.51232,1.70557,-13.5086,1.26802,0.655381,-4.10102,-2.50385,5.97708,0.845329,0.641722,0.402574,1.38216,4.92106,0.227897,2.61737,-6.6535,8.38949,8.71766,4.1644,,-4.43452,0.011829,-3.43956,0.617736,2.88518,9.88516,-2.54395,1.89678,0.164389,-3.23053,-3.18139,3.07259,-1.1542,-1.10559,1.00016,2.89612,2.29276,0.615434,10.3654,,0.330094,0.985663,1.46207,0.316791,0.269288,-1.50118,,7.615,,2.48696,-4.91722,4.46992,-0.806385,-0.491614,0.479865,3.70519,1.62592,-5.47991,-2.00563,,2.38933
2015-06-19,0.621828,-0.378168,-1.37323,1.59139,-0.93285,-0.306494,-1.33917,3.05898,-12.2214,-0.459532,-3.57714,1.628,3.33972,2.95076,0.282745,-2.25861,-0.677312,7.66614,,-5.73624,0.328926,6.2842,0.552212,1.1082,-1.82399,-0.201719,-1.95352,12.0875,4.22741,-7.73936,0.627307,2.80255,17.9997,-14.3102,-2.70676,12.2216,0.558034,1.05131,7.20498,-9.92235,5.42343,-6.74867,-3.51439,3.27746,,,,1.002,-0.473932,-2.01558,-1.10231,1.57735,-2.80906,-20.583,2.69909,-0.151086,-7.98726,2.20073,1.56669,0.388775,0.083174,1.32092,2.03173,2.82993,4.97163,1.29712,-5.70985,1.52741,4.64814,0.381462,,-0.265921,-0.680253,-4.40949,-0.617736,5.87631,-2.54508,0.50464,2.77525,1.8016,1.89216,-5.06795,-2.86064,-1.66345,3.92129,0.657392,-1.66539,-1.3762,,14.9514,,-0.026919,7.21113,1.93495,1.39192,-2.03938,,1.31561,-0.026772,,1.74714,-7.40766,-0.359409,0.16031,-2.05089,-0.414634,-4.10536,3.6409,4.4184,-3.03541,,-2.40184
2015-06-22,-2.5787,2.66216,2.22429,1.79691,-1.70849,1.88618,1.66223,2.29953,0.458705,-0.013797,2.22334,-1.39474,-0.401749,0.276901,1.3922,10.4268,-1.01609,0.002093,,17.9438,-3.97452,3.41798,2.98818,4.15718,-1.6181,2.42161,2.04855,3.3098,-1.28611,-7.79591,0.120913,0.109902,-2.4652,-3.3542,,2.92765,-1.37632,7.97454,0.863815,-0.714717,1.23925,-2.61009,1.30215,4.67874,-2.32221,0.359173,,6.77166,-2.30154,2.19879,2.85565,2.01341,-7.63596,0.334152,4.02295,0.327272,-4.42164,7.51155,14.5346,-2.43877,-2.02332,7.48702,0.40362,5.92756,-4.03193,8.16038,-2.56942,8.95726,-3.75316,1.66065,,-5.64402,-1.72886,-1.66349,,0.938591,-0.705798,-2.27992,7.43793,-1.57949,-2.60524,-1.27133,2.21693,0.943934,-4.29111,4.35959,2.77766,0.915273,-0.121505,0.960665,,,4.67102,11.4915,0.1083,-2.36666,-1.1918,,,7.33115,-10.2399,6.62231,-0.055061,8.98529,-7.8053,-0.313486,6.45261,0.582412,3.35317,-1.6,,-0.178815
2015-06-23,0.21091,0.661545,-1.46774,-0.762503,3.06655,-0.592737,-1.26839,-3.65316,4.214,-4.09872,0.418189,6.66781,9.09229,-1.42885,0.429118,-7.80321,,-13.9536,0.594573,3.43124,-1.07828,1.82743,-6.44334,2.49139,5.06584,0.738823,3.31601,-1.26619,-1.34297,-4.06485,3.95643,4.02446,-0.047141,3.96898,,-4.52934,-2.05898,4.42868,4.86734,-2.11235,-1.45879,6.35222,-1.14557,-10.4584,,1.74499,-4.56194,-9.31056,-0.275833,1.60395,-1.74777,6.40054,-3.99884,1.93778,0.683744,2.71496,13.8553,-2.0,-2.69233,4.26035,-3.07152,9.55818,13.4296,3.6158,2.74736,-6.73192,-5.26277,16.5957,-4.04906,-0.61611,,-2.42491,-0.614838,4.43943,,5.90936,-2.00804,2.58602,-3.09601,-0.112029,-1.849,0.81933,-5.89198,2.26169,-4.02131,2.04684,-1.66741,-1.20375,,7.39752,,,-1.87975,2.8123,-0.035902,-2.48441,,0.928491,,-15.2993,-0.875333,1.3727,-0.080842,15.415,-4.97691,1.2129,-2.34559,0.697394,1.71507,3.04078,,-0.572567
2015-06-24,-3.16524,-3.50288,-1.4843,2.45482,-3.51428,-3.85793,-3.31946,-0.357365,-13.932,-5.72396,4.46796,1.69253,-10.3012,1.02186,0.074888,-6.97892,0.027478,-14.135,-0.327392,12.5845,0.266222,0.184391,4.03004,6.12918,0.900146,1.17847,-2.98071,1.43995,-13.1301,6.41217,0.397023,0.50409,6.53411,-9.65117,1.9604,-0.098078,3.07902,-5.92189,-3.40338,-6.10765,6.19538,-13.4782,-2.10179,2.32057,-2.30432,-1.74499,-12.9968,-20.9409,-0.863315,-0.585962,-0.19062,3.69031,-7.87219,9.80182,0.814589,-0.516422,-7.33872,2.14628,0.30609,-0.458954,-0.246872,-0.088428,4.7334,6.08165,0.955277,2.53543,-15.407,6.31971,14.9642,29.8238,,-2.17735,-0.670135,-8.34123,,3.14514,-2.54138,-0.76315,1.87439,0.533025,1.71679,-2.5964,2.53352,4.21098,-6.10979,-3.92421,0.474075,6.23529,,5.24645,,,-7.18166,-4.37443,-3.44332,2.08985,,,2.47131,-15.2993,10.2399,-1.01677,,-2.90531,-7.82654,-0.828003,4.27183,-1.61045,14.8155,-1.93054,-1.12446,1.15538
2015-06-25,-0.979613,-3.87147,-1.07131,0.678977,-1.35002,-3.85793,-4.96305,3.97387,-2.24143,-5.72396,-1.20659,-0.586734,14.8573,-6.86618,0.185704,1.86186,-1.23725,4.14536,-4.58897,-2.13799,-1.33086,-6.40083,-13.6724,10.4277,-5.07631,-1.5687,5.65197,19.319,-11.1771,1.141,0.196927,11.9559,11.3582,-12.9413,,-0.276884,5.14733,8.69382,-6.78057,-3.25307,-2.14927,-2.47672,-1.86981,-2.06767,1.71124,0.003541,-4.13284,-17.258,0.445035,-2.85818,4.26127,-0.264863,-8.36853,8.59936,-0.382764,5.51757,8.69266,-2.91187,-1.34223,0.583304,-0.463176,-3.67178,12.5628,0.312189,1.32529,-0.514975,9.41127,-5.80764,1.09811,29.8238,,-0.64784,-1.5686,-4.50591,0.127119,-0.027787,6.98615,-1.16431,3.52609,0.230462,-4.98126,-5.06795,6.74377,3.68576,-1.39479,-5.76387,1.43799,-3.94278,0.003384,7.6586,,,-1.61959,-7.37826,2.34051,-1.0585,2.16568,,-7.41864,-15.2993,-10.3151,-5.89231,3.82688,16.6462,-0.259959,-4.22332,1.85598,0.538122,0.837898,-3.28406,-1.2902,-2.38933
2015-06-26,-0.436877,1.72532,0.236482,-6.27229,0.644219,1.23514,0.733743,-7.70738,4.11363,-5.78336,0.188405,0.503051,-9.18983,2.60151,0.093766,-8.43837,0.726512,12.0934,-0.134223,-13.5618,-4.93501,5.20121,0.814398,17.198,5.07631,2.42161,11.358,-19.3579,-4.10776,-2.82462,-4.3877,-8.66242,1.1455,3.58492,-4.97804,0.096868,6.07488,1.0743,0.06248,-8.64292,4.50143,-3.77061,0.641197,6.69343,,-0.157751,0.80234,-9.51944,2.24927,-2.56514,-1.75639,-3.57468,9.50395,-1.95981,1.23949,2.85257,-0.633989,-0.290823,2.18503,-0.121154,0.020637,-4.85353,4.4449,0.889031,3.7211,3.14874,-8.42115,2.03243,-1.05824,18.4703,,-2.00573,0.526375,-14.3,-0.609415,-5.96238,1.75882,2.33398,2.03209,-0.66251,6.2595,5.09043,-3.58414,0.034138,-4.04778,5.52306,0.82504,-1.91644,1.07367,-10.7879,,,-0.81755,11.7438,-2.57293,-1.44981,,-1.31561,-7.43647,,-8.12051,3.93962,,3.56025,-1.46923,4.02959,4.72228,0.569,-20.0058,1.56888,,-2.38933
2015-06-29,1.38956,-3.87389,0.923015,-1.06948,1.73455,-2.00745,1.88128,-3.19035,9.12469,-4.06546,0.038879,-1.5634,-2.46234,-3.8273,0.164901,-8.56178,-1.27309,-1.95383,,-12.6296,0.947912,2.38881,-8.22462,-4.67022,-0.499832,,3.88309,-3.19426,7.50775,1.6613,-2.51851,-0.721508,-14.0491,-14.9307,4.97804,-1.43329,-1.54208,2.6798,21.2995,2.17886,4.28164,-7.8063,1.47429,8.32753,,,-1.41768,3.57672,4.36637,-5.31446,-1.27839,-1.27317,-0.631401,0.413971,-4.11925,-0.911944,-12.1355,6.07385,-14.1166,-6.5047,2.98283,-11.1687,-12.1002,-0.701864,-2.88677,4.42378,15.407,-9.20041,-7.3166,30.8766,,-1.08941,1.40295,-14.3,0.081025,5.58624,9.36072,-3.20423,1.25927,-2.18166,8.9735,-0.600017,8.29262,-4.46224,-1.20739,-6.01619,0.927425,2.46254,,-12.5624,,,-0.623284,-11.7773,-1.50991,6.83669,,,,,,,,,-2.63735,-0.223362,2.79567,1.38701,,,,
2015-06-30,-3.05756,-1.16536,-1.2733,2.64941,-0.99002,-0.060637,-0.056933,-3.27432,2.30204,-5.88734,-3.26954,2.40005,-0.427854,-0.482533,-0.190803,-17.3237,,-2.2743,,-10.8091,-0.13899,4.74595,2.61064,17.198,1.60669,-1.45411,-1.57069,-5.42426,-4.249,4.54619,-2.21402,-14.3992,-3.18068,0.723214,3.51593,0.811313,-6.17693,3.91987,-0.228859,2.3157,1.26147,-1.31671,-3.08088,0.966691,,1.23146,5.76848,3.34867,4.97585,-5.31446,-0.925418,-0.666791,1.99082,1.37218,-1.4049,-4.76402,-3.29659,-3.76668,3.94258,-0.754283,-1.27602,6.29219,-3.05629,-0.657523,5.89327,-8.71851,-6.84,-8.43121,-12.0182,-18.103,,-0.688655,3.03367,-14.2401,-0.608434,0.137826,6.30941,0.86374,-6.24017,1.03134,9.6916,-4.57054,12.8749,1.57917,-6.07559,1.07227,-3.54711,7.45859,,10.0411,,0.00597,-6.39663,1.9123,-4.23095,7.48665,-3.75329,,7.43647,-6.64513,2.61974,3.31475,-3.82688,-3.94114,-4.3213,0.265714,1.30219,-4.80848,7.96147,-1.34307,1.2902,0.502357
2015-07-01,-2.77809,1.36048,-1.09624,0.733702,0.205411,-1.41945,-1.10917,-3.7243,0.925882,-2.82516,-1.54041,-1.24034,-1.1718,-0.558404,-1.13692,3.1785,,-0.389347,-1.20088,0.08241,-1.0862,-1.60265,3.55899,2.22875,1.03495,-0.790069,0.347456,11.1073,4.16613,0.829944,0.781566,-4.65435,-2.72989,-5.55061,-4.01709,-1.42787,-0.190008,2.00327,-1.69424,-5.72624,0.244369,0.377047,-0.067669,,,-1.69205,-0.544711,2.04487,-4.58215,5.3632,0.820581,-2.99538,1.16415,20.9399,-9.64695,1.18649,2.98256,7.45316,-0.980942,-4.49642,-1.64887,3.92952,-3.06598,0.759332,-3.2614,8.71925,-7.03728,5.63189,-1.19625,20.4332,-0.825372,-4.81468,-3.03367,-3.59908,,-4.51898,-5.34401,0.374438,9.61739,3.02134,-2.6242,-2.22983,0.629966,-4.16197,-6.10979,2.8813,-2.4724,3.48554,,18.3999,,,-6.39663,7.36246,-0.21837,2.00442,,,-7.54219,,0.115772,-0.582548,-3.82688,2.93611,-2.47639,2.43287,-3.9783,2.15878,-2.4221,-3.30985,1.2902,2.28482
2015-07-02,1.34029,1.71759,-1.26304,2.84682,2.83581,2.65303,-3.14829,-0.227917,1.65497,6.08638,-0.254518,0.219186,13.9582,-2.92752,-0.054886,4.83961,1.39136,10.6212,0.152577,-19.6305,-4.93501,1.48322,5.35703,2.98851,5.07631,0.11357,-10.9564,-0.501498,-3.38316,3.9455,-1.81363,-0.517392,-1.18681,-3.1322,5.06114,0.663294,0.386547,3.40293,-8.1339,-1.38032,-1.98683,8.91142,-1.10757,-6.15374,,-1.69205,-0.213908,13.4072,-0.917305,-1.67491,0.832175,1.36626,-3.54353,-4.22507,0.485967,1.51234,-3.40221,-6.70056,-0.557545,2.08811,3.42534,3.56721,-9.61733,-0.487159,-0.350967,-5.81725,-1.53394,-3.70058,-12.2191,30.8766,,-7.79731,-2.63363,-2.84847,0.608434,3.55649,0.477517,-0.846089,-0.146569,2.68546,4.28753,-2.9652,5.63802,-2.69382,0.584431,2.67281,0.236706,7.50175,,8.15706,,,3.01596,8.55373,1.7399,5.91608,1.10822,,-7.89458,14.1563,5.63008,1.88686,,4.99707,1.35505,-0.098182,1.44885,1.81151,-2.93604,1.07525,,-2.37965
2015-07-03,3.01073,0.632685,-1.03763,0.799484,4.79788,0.815863,-1.14575,0.748246,1.22467,0.183254,-1.51187,0.453717,13.3062,0.447396,-0.035027,-11.7129,,4.28571,,-0.378748,0.002887,1.03652,-2.2031,-3.11217,-1.59093,,-2.6386,-3.682,5.5551,3.9608,0.186291,6.40699,-11.9617,-1.21228,,8.93557,-0.117308,3.15121,-0.949877,3.20832,4.68203,-0.501965,-0.566819,5.34885,,,2.99178,5.40406,-0.316083,2.35541,-2.11286,0.45004,-14.4613,20.3135,3.34821,-0.875659,-1.46132,0.242836,-10.8301,-0.451908,-0.050703,0.109485,0.51803,0.055487,5.12681,4.30511,-6.79159,-2.95136,0.064618,4.68605,,,-0.956925,-1.53201,,2.70869,0.188109,0.435132,-0.639628,0.214404,4.01641,-0.140498,-0.586442,-0.144312,0.694049,-0.819786,-0.179802,1.2551,,4.45636,,,-1.33082,-2.97656,1.49118,3.34791,,,,,6.88998,0.72329,,-0.649319,-1.35137,0.479638,-1.28242,-0.293863,0.459543,-1.06122,,
2015-07-06,3.18444,0.908115,-1.14737,-5.52726,4.94565,0.073977,-2.22224,-6.28506,4.40365,1.83478,1.99323,-5.39285,4.79951,-3.26473,0.045848,15.6519,,10.9071,-0.381769,-6.63439,-2.40105,3.20335,-1.43391,8.08562,5.19311,0.537778,-3.56061,-19.0389,-1.75039,1.36948,-4.31211,-9.5582,18.1534,-10.3677,,-1.09686,-1.40101,1.38917,-7.98157,1.49975,1.95807,2.48985,-3.42533,7.59266,,0.392964,-0.18867,-24.4297,1.8629,-0.141934,0.738586,-3.3346,-5.19215,1.03131,-2.63152,-2.02889,4.2503,2.30471,0.0645,-6.5047,0.926477,3.44887,0.744475,-0.100894,5.41652,-3.31268,-0.57336,6.14266,-0.50954,5.67173,,-0.401406,-0.038851,-2.27876,,-2.64773,1.1639,-0.545174,9.79395,-0.628279,3.21474,-0.112147,-3.59589,-6.5308,0.547221,2.99373,-0.731702,-5.87986,-0.904005,-1.10051,,,0.100089,8.06826,-4.2093,-1.75099,,,5.10588,0.04212,-5.13434,-0.01776,,-14.0289,0.089769,2.37333,-2.5425,-2.74266,1.39151,-0.733619,,-2.37965
2015-07-07,0.182999,-0.328553,-4.05601,-1.23594,1.20727,1.01857,-5.82504,2.34059,14.9755,3.19965,-10.6155,2.06319,-14.3985,0.979472,-0.055687,6.94184,,-0.590794,,1.79752,-0.517452,1.14456,-0.729393,-11.7752,0.837378,-0.860436,-10.9564,0.424566,2.5652,-3.9007,-5.9324,-1.53113,3.10059,-0.077727,,1.02617,0.057392,5.29389,-10.8194,-0.859893,7.99815,-12.0156,-2.8184,3.3571,0.240874,0.034592,2.12378,8.58503,1.12804,-2.84148,2.19024,-3.61934,0.931682,-21.2625,5.76823,0.038654,3.17291,-0.452755,-14.2191,-6.23395,0.512268,-2.04616,14.2002,-3.63709,5.17763,0.702411,-0.645235,-5.66334,-15.5355,21.5626,,0.871306,-0.861136,-5.11178,0.609415,4.01897,-2.79456,0.239417,-2.74896,-5.44516,6.77746,-0.294413,9.03962,-2.90367,-2.12614,-0.763228,-1.07987,-5.37115,1.23208,-8.34251,,,-3.57023,-4.53223,4.33248,-1.00819,,,-8.37378,-16.3116,-0.693163,0.815264,-0.347404,10.0839,-2.95443,1.76415,-2.59852,-1.39752,0.997885,0.089283,-1.32288,
2015-07-08,3.18444,-0.843409,-2.10934,-1.47087,4.79788,0.645738,-5.92125,-3.23193,14.9755,0.609263,-11.4738,-4.19473,-2.07053,-3.32697,1.28735,17.3722,,3.75247,,-22.7382,1.75525,4.66477,-1.97778,4.01485,5.07631,-1.73761,-3.73892,-3.69266,2.626,-3.14322,4.26478,-14.3992,-2.52557,2.58951,,-4.8406,-1.73843,4.08905,6.39094,0.731755,4.1774,-7.02601,-1.15377,0.833753,,1.0238,-13.2971,4.62126,2.0914,-3.16385,3.35785,-0.608834,3.75021,-20.2559,1.90416,2.25087,-1.09828,-0.93923,-2.32528,2.53191,2.11268,0.242604,13.9418,-2.64082,0.388316,-1.261,-4.78009,-0.558375,5.3452,12.458,,-0.046459,0.410069,-14.3,0.617736,7.17816,-0.128592,0.424026,6.75481,-4.2649,7.97721,-2.5793,3.76045,-9.87585,3.76401,-1.63728,0.300533,0.781952,-0.061587,-2.04472,,0.355557,6.92792,-1.28801,3.02471,6.0394,,,0.531613,-5.41221,-1.08958,-1.52241,2.12406,10.2804,-3.58594,-2.99931,-1.65539,-1.50714,-1.41731,0.937181,,-2.38933
