time,FX.FLOWS.EMERGING.FXF_ALL.FXF_ALL.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ALL.FXF_ALL.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ALL.FXF_ALL.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ALL.FXF_ALL.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.FXF_ALL.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.FXF_ALL.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.FXF_ALL.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.FXF_ALL.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.CNH.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.CNH.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.CNH.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.CNH.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.HKD.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.HKD.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.HKD.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.HKD.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.IDR.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.IDR.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.IDR.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.IDR.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.INR.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.INR.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.INR.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.INR.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.KRW.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.KRW.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.KRW.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.KRW.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.MYR.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.MYR.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.MYR.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.MYR.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.PHP.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.PHP.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.PHP.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.PHP.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.SGD.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.SGD.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.SGD.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.SGD.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.THB.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.THB.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.THB.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.THB.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.TWD.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.TWD.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.TWD.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_ASIA.TWD.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.FXF_ALL.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.FXF_ALL.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.FXF_ALL.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.FXF_ALL.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.CZK.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.CZK.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.CZK.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.CZK.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.HUF.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.HUF.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.HUF.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.HUF.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.ILS.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.ILS.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.ILS.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.ILS.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.PLN.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.PLN.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.PLN.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.PLN.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.RON.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.RON.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.RON.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.RON.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.RUB.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.RUB.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.RUB.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.RUB.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.TRY.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.TRY.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.TRY.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.TRY.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.ZAR.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.ZAR.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.ZAR.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_CEEMEA.ZAR.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.FXF_ALL.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.FXF_ALL.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.FXF_ALL.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.FXF_ALL.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.ARS.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.ARS.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.ARS.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.ARS.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.BRL.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.BRL.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.BRL.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.BRL.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.CLP.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.CLP.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.CLP.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.CLP.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.COP.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.COP.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.COP.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.COP.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.MXN.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.MXN.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.MXN.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.MXN.FXF_RM.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.PEN.FXF_BANK.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.PEN.FXF_CORP.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.PEN.FXF_LEV.NET_INDEX,FX.FLOWS.EMERGING.FXF_LATAM.PEN.FXF_RM.NET_INDEX
2013-08-12,-0.102704,2.06291,-2.0145,-0.635074,1.35572,3.1315,-4.94018,0.209112,-0.475979,0.567091,,0.454065,-6.44116,-0.344736,-0.021478,2.22913,4.71506,10.6755,-7.16305,10.9037,5.9348,0.374665,-2.2575,4.0965,-4.87114,1.09469,3.84432,5.29301,0.021223,-1.07386,-0.167267,8.50919,12.2739,0.62373,,-3.3791,-1.67038,-0.912579,-6.93503,-11.2593,0.298018,0.548878,,0.922801,,,2.57938,,-2.00371,2.17694,0.347974,-6.59042,-6.6628,-5.67857,-2.34541,-7.07001,2.73417,3.15481,0.721439,-3.60275,-0.272873,-0.48562,7.18603,-1.33266,0.716236,1.15024,5.09684,6.36152,3.74399,-2.80788,,-4.44959,-1.21318,9.67124,-1.53412,-3.04979,-10.0081,-0.080707,4.47037,5.25093,2.73775,-8.08787,-0.092781,-7.59768,-0.624628,0.369812,0.298095,3.14955,-0.011106,8.18952,,0.639301,-2.37425,-0.175928,-6.34746,4.361,,0.917282,-3.04664,4.6675,0.717925,5.42566,1.06623,7.3729,-1.47948,-1.75073,4.57426,-0.7439,5.0655,-1.45392,,-0.767414
2013-08-13,2.03278,0.106403,-3.54737,-0.976695,1.09619,1.93013,-3.5121,-3.19149,4.25759,4.14068,11.2433,1.014,3.76059,-4.26537,,-4.31721,0.010151,-3.04521,1.15173,-2.32687,1.36308,0.947927,-10.0648,-1.32896,0.902672,0.591437,-14.3078,0.113281,-0.927182,6.19004,-4.40179,0.406316,0.119644,-7.73528,11.1687,-2.40673,3.51806,6.15723,2.16254,-11.3652,0.127309,-10.4072,,-10.9988,-7.33994,-0.914516,-8.38198,-18.8166,0.897585,-4.47049,-2.30584,-2.15019,4.10722,-9.86668,3.66658,0.159093,0.06993,-1.12712,-4.13415,7.54174,-3.09945,4.21942,3.41838,-0.490287,2.01921,1.00398,5.89036,-12.1199,-9.56006,-2.4957,,8.51466,0.240006,-7.09734,-1.64176,-0.47241,0.238049,-0.698973,-0.983119,1.88288,5.93974,-1.84836,-3.64331,-10.7877,4.29058,1.35245,-4.59269,3.17059,,-10.3881,,,0.772161,3.30734,-4.8705,-9.02844,1.19347,,-13.1875,2.23153,,10.2875,3.85088,5.24862,0.118964,-0.58786,-5.30927,-1.12884,15.3132,-2.02159,,3.0839
2013-08-14,0.682234,-2.86256,-1.85254,-0.561237,0.762025,-2.84093,-5.9096,-0.987158,1.2212,-3.49773,12.7107,-3.11874,7.72439,-0.21295,0.360068,0.4462,0.8311,-12.6155,,-6.19559,-3.23179,-3.91998,-13.2822,-3.38679,-4.59644,-1.11795,-14.3078,1.53249,2.60704,7.04576,-1.33773,6.49009,4.2709,-5.16713,-4.1612,-0.162406,-2.24766,7.45873,-5.50729,-5.86066,1.27615,-16.5083,,-2.79845,-0.083225,-2.27158,-18.3964,0.130736,0.688116,-2.90935,4.32213,-0.956087,-4.86232,3.50365,-0.039504,6.73638,-6.03225,2.85536,-6.09859,9.75262,6.58559,0.358972,0.858134,-2.15106,-9.119,-7.78108,5.46672,-13.002,10.0386,-9.85364,,-8.51466,-0.33053,1.22648,-1.95265,0.089182,2.75255,0.825177,7.10112,-0.713351,11.5378,-12.5518,8.64713,2.21464,0.554838,-2.81634,-1.24044,0.383213,,4.9892,,1.16209,-1.98126,-2.24116,-6.71837,3.70635,1.83216,-0.406414,13.4383,10.5025,0.008047,-4.28196,,-5.37042,0.006887,-2.71562,-6.93976,-4.77381,4.81615,0.61514,,0.668678
2013-08-15,2.91873,-1.92469,-0.200552,0.538242,1.4033,-2.56868,-1.4931,2.90297,3.5272,-2.09632,-0.301694,1.91652,8.10592,-6.63987,0.01149,7.98662,1.0865,3.55993,8.1001,-10.2441,-0.637001,0.074712,-0.163635,0.268956,0.247433,,0.834365,0.700933,-3.96213,-7.44837,5.00078,2.31945,-0.977148,-8.05886,0.73398,5.24576,-1.97016,3.84274,-11.267,-7.48783,-0.041326,-7.14291,,-4.98838,8.3398,-3.79478,-7.24983,14.6344,3.3917,-1.5105,2.65421,-1.8653,-2.01974,-0.858194,1.58423,1.04129,2.16663,3.80719,-2.9161,9.8509,3.68803,4.44872,-3.70681,4.69205,-1.54907,-3.01009,-1.86492,-10.1954,,-12.1675,,8.51466,-0.162607,-1.2163,2.86961,-3.6747,12.2424,-0.819012,0.622685,-3.29951,9.95246,-2.54571,3.2213,1.66313,4.63237,-1.31808,-0.756464,-0.825008,0.515907,-7.60255,,1.18313,1.97247,0.88429,-9.35857,2.19388,,,0.594409,,-0.103263,-0.287357,4.89782,3.24102,9.65467,-1.43231,-5.21299,-3.63755,6.32489,-0.997826,,-4.49803
2013-08-16,1.93054,-2.30658,-0.981884,2.15881,1.58314,-3.81459,0.269275,-6.73759,0.422201,-1.21737,9.16804,0.756111,1.58136,-3.30635,0.358514,-5.82205,-3.18157,-0.611876,-9.20748,0.730926,-0.053414,-0.993934,-0.299346,-7.15425,-2.50048,-1.12692,2.58045,-6.57281,7.60332,2.64719,-1.28928,-13.2135,4.80879,5.61784,11.2682,4.43565,2.24005,1.06817,-8.84789,-2.85016,0.675112,-9.67146,,-8.54143,4.93526,-3.83798,2.76263,-23.18,0.337531,0.341377,1.11437,0.097798,-4.77352,-4.25884,5.3125,-1.79482,-12.3141,-0.227759,8.24218,8.52083,,0.18694,0.685707,0.416107,-2.23326,0.516745,1.79638,1.22776,-1.89893,2.29548,,,-2.2956,2.67849,-2.04119,2.8639,2.15819,-0.200176,0.428197,-0.936337,12.4508,-3.90143,5.19898,-1.74649,3.72857,-2.25881,-4.47629,7.15851,,-7.63927,,0.245953,3.59724,-1.54169,-5.47227,11.6887,,,,,-0.113689,-4.35756,,25.4293,3.13359,-1.02929,-6.40779,0.24412,11.9147,-4.07019,,4.49803
2013-08-19,0.391023,-0.355735,-2.74138,-5.80724,-1.62298,-1.4351,-0.368888,-1.16463,-1.95615,-9.24246,4.80076,7.51889,-5.37927,-6.70829,-0.202225,6.81138,-1.14299,-1.11768,,-13.0143,0.09272,0.122082,-4.67973,-11.9556,2.24524,-0.953835,-5.40248,-6.34942,-18.2888,7.94158,-1.72685,11.9693,-0.678043,0.219653,0.220919,-1.74508,6.00514,6.60342,0.942682,-5.78778,4.25049,3.36998,-1.25567,-0.351648,5.48233,,-3.23504,4.05273,0.027387,0.664954,-7.38291,-6.8264,-4.07716,8.25356,1.37905,1.49483,-2.05107,6.17638,-7.31487,-0.89258,-0.387884,-0.608004,-5.54851,-2.80013,-2.14699,5.20663,-10.273,-5.041,-9.56006,-3.16255,,7.87926,-1.55643,-2.56004,-0.113797,-2.00392,1.28776,0.228996,-8.23308,-5.24196,8.65156,-3.59956,7.23234,-11.9935,3.53768,0.333899,-1.55357,-7.17348,,,,,2.04476,-1.15185,-7.61581,-1.41549,-4.99534,,-10.471,-10.5025,,,,,7.5951,-1.31104,1.10943,-3.67899,7.43142,-0.653039,,2.23488
2013-08-20,0.215698,1.56045,-0.748901,-5.4126,-1.03507,2.28302,-4.57074,-8.7002,0.87812,-7.56546,-13.4644,-6.80211,-4.22667,-0.142879,,11.2038,-8.69253,6.21722,-9.65511,3.12169,-5.45495,1.42176,13.2822,11.1346,-1.65332,1.28892,13.0263,-1.33022,4.58463,6.39161,2.60872,-9.88329,0.620702,-0.585103,-4.79917,-10.3176,-0.651561,5.77178,3.59555,-4.16171,-0.08264,4.84009,-1.2563,-15.2669,8.3398,-3.85773,1.103,12.6236,0.738797,2.78174,4.96635,1.21085,-9.22802,-10.1446,4.98963,5.26812,-11.2292,6.17638,0.672974,0.079268,-4.68805,1.83717,0.487404,5.23542,6.93651,2.30968,0.495854,-2.40272,9.56006,-19.1761,,-2.78674,0.162261,2.48282,0.25896,5.07143,4.16606,-0.294359,8.23308,0.188243,3.75949,-4.47177,4.23856,1.72148,1.55123,-2.01962,-0.082425,1.38812,-0.601084,5.85676,,1.18313,1.64934,-5.0862,6.15073,11.9599,-8.99388,-1.02538,-1.54192,3.09578,0.057532,-5.1188,,-25.4293,-1.05979,-1.30169,-2.30683,5.03854,15.9132,-0.00913,,2.17838
2013-08-21,1.71517,-0.998849,-1.96823,-5.91239,1.39712,0.797164,-3.56241,-6.53951,10.7841,-0.291682,-8.64592,0.097191,2.09257,-1.29305,-0.575393,-7.44739,8.69253,-6.67423,6.71239,-12.3426,-2.57598,0.324415,0.183337,-9.99191,-1.67733,1.28892,-14.3078,-0.7591,-3.24917,2.29204,4.81693,-7.93304,,0.006887,2.27602,-0.153719,0.901652,3.479,8.99789,-2.20446,2.7005,-16.7614,-0.494949,-15.7641,0.915222,,-12.6659,-0.446933,3.14826,-3.55884,-3.19331,-3.75136,-12.0662,0.394863,-1.82186,4.74515,6.64217,0.102582,-3.72664,-6.8856,-0.512544,-0.735453,-1.9004,5.06561,4.58499,2.77892,0.104212,-4.97786,-6.05318,-15.598,,2.72341,1.00466,-6.41717,-0.428108,-5.17922,2.28654,0.029441,-8.23308,-1.47475,12.6209,-6.83021,7.79534,-1.20744,0.960725,-1.41092,1.32396,-7.17348,,-6.42395,,-0.061828,0.119135,-5.50636,-4.03108,-11.9599,,,-8.27664,-10.51,,-4.29715,,1.57508,-0.969798,2.96819,3.04852,-6.27088,11.2497,-4.43164,,0.598142
2013-08-22,-2.22357,0.810363,-1.05179,-6.37556,-0.951523,3.45222,-7.97891,-2.16845,16.1525,0.977563,-13.5619,-3.8105,-9.33478,3.04984,,-12.6166,-5.8831,-2.11925,-5.90586,-4.12089,7.72794,4.90708,-13.3915,9.41702,-9.14199,1.00983,-2.79257,3.51151,-9.76618,4.63509,0.680802,21.0958,-9.48521,-0.204674,0.391885,-1.24599,3.81235,3.27096,2.62386,-11.9011,4.16488,7.18535,-0.014017,-15.8184,-0.069458,-3.83798,-5.78705,-23.18,0.555904,1.70043,-0.379754,-8.33504,-4.0643,-6.64079,8.05718,2.83604,3.48596,-3.11715,7.00556,-2.68335,6.58559,0.816092,-17.9161,0.188027,-1.09672,-4.62081,11.8057,0.130248,-2.99141,10.8892,,-6.29951,0.447261,5.81954,-0.235549,-9.14936,-3.30134,0.260194,-8.23308,-0.755362,6.16238,-0.197785,5.48389,-5.86684,-6.32491,-3.74877,8.15478,4.84958,,-11.4338,,-0.017516,-4.88422,-2.22142,14.3176,0.465212,-8.99388,1.02638,-1.40038,10.51,0.512154,-11.4656,,22.1243,-7.09867,1.06691,8.46923,4.39143,-5.80953,-1.85837,,-3.52113
2013-08-23,1.43458,-1.91355,2.99219,0.364271,1.83046,-0.470833,1.69701,-2.48763,0.582809,-1.01339,0.209572,-0.056681,-5.5149,-2.27515,,-7.35049,3.419,6.29916,-0.499222,-7.99014,5.05123,-3.06784,5.71731,-7.60788,0.562368,1.36156,2.98699,3.59455,-0.408357,-0.49544,-7.51942,4.46355,9.93051,8.05886,9.81952,0.036805,0.529255,3.88598,5.15628,-4.69672,-0.27043,-25.7883,,-9.17845,1.36809,,-2.21515,0.300191,0.266929,-3.27999,2.84095,-4.66272,-6.35381,-13.8381,13.3838,0.013231,-3.82443,-1.46956,4.46204,9.9442,,,3.76666,-5.23542,-4.11037,-1.28403,3.34027,1.20679,5.41362,-2.29361,,4.89996,1.19571,-4.15019,0.791184,-9.25419,9.36977,-0.759471,-5.69181,-1.13627,-7.97226,-3.75264,-3.16577,11.3062,1.80126,-2.82144,4.63326,7.19871,,-8.81459,,,4.93726,-5.75365,14.3176,11.9599,,-0.282024,3.58245,3.70188,,-4.23682,0.044743,2.01474,-0.86086,0.121398,-1.41922,0.488138,2.90392,-3.6906,0.760536,1.47086
2013-08-26,-0.566396,0.382614,0.791767,0.195561,-0.011406,0.282638,0.113511,2.20775,-3.66522,1.00043,1.11314,1.46254,4.32718,-0.591817,0.213486,-3.59214,,-0.371238,,-2.52823,0.958643,0.598391,1.77565,2.54833,,0.270798,-5.70666,,-3.51265,-0.298125,,12.2256,,-0.093441,,,-0.717482,3.6692,-1.05806,-2.02673,1.63614,1.1962,,13.422,3.85404,-0.156452,0.728864,,0.198627,0.341431,0.433274,0.252161,-6.01526,9.94315,0.693869,0.078879,0.24257,-1.62065,4.21634,9.2374,-3.46966,2.16165,6.47326,-2.77744,1.32503,-1.76452,-0.222843,-12.1368,-2.69321,-8.05156,,-4.81681,0.029443,0.455806,-0.090872,-0.814519,2.16703,0.042941,-0.457888,1.57205,-1.26261,-0.021528,1.04576,2.8141,-1.99326,0.552996,1.87935,-2.11205,,-4.33329,,0.187153,-1.52687,1.11927,,,,,,,-0.975845,12.1858,,-5.01732,2.23779,0.054225,-1.59369,-2.19134,-12.2758,-4.65016,,-0.3501
2013-08-27,2.25044,-0.714711,-1.92044,-4.19665,2.12387,-0.032279,0.767643,-5.82298,-5.63287,-5.60074,-13.5619,2.97632,-7.44824,-0.625919,-0.130188,-3.36435,0.642753,1.11722,5.27935,-14.1011,7.86938,-0.633131,2.39007,-12.2719,1.21505,1.36156,3.77453,5.73504,7.92848,1.82049,0.320552,-10.087,11.3525,-3.95766,4.05932,-10.5086,-5.87183,7.57558,5.76323,-0.031499,2.39939,-11.7363,0.236743,0.322978,1.89044,-0.482566,-1.07159,-22.3295,4.01416,-2.97083,-6.66581,0.028741,-0.886307,-3.27065,-1.10731,1.58743,14.122,-4.70087,-4.92029,-10.3593,2.67726,3.91324,-4.44248,-5.35252,1.18939,8.69536,-7.44989,0.706771,-1.67222,-21.4635,,-0.00367,0.496775,-5.24554,-2.45901,1.87897,7.6017,-1.3187,-8.23308,4.65707,9.86597,-3.22497,-8.11039,-1.84627,0.891794,0.187147,-1.8045,-5.1583,,-5.56524,,-1.10494,3.83951,5.75365,-14.3176,-11.6887,5.16562,,7.60508,3.34209,1.39662,-8.12601,-4.75902,-15.6539,5.09429,-1.29005,-2.58834,-5.47756,6.89365,-4.88623,,4.86347
2013-08-28,0.891796,-3.4347,1.15519,0.842162,1.41418,-4.09562,-1.45555,1.54708,0.717413,-10.971,-13.481,-6.15799,5.96534,-4.42436,0.082985,-3.92418,-1.00433,-4.22051,-2.21653,-6.61902,-2.08827,-4.81993,13.4051,1.76293,-1.80445,-1.444,0.228977,-14.5159,9.11763,-3.7589,-8.58403,2.91116,5.31981,5.05437,0.344329,-1.1305,3.2355,-2.39938,-11.4502,0.317309,-0.843733,-28.116,,-3.17085,-4.27454,-3.83798,7.00816,1.70102,2.82925,-0.475643,7.96262,1.33535,-11.6629,-1.62383,10.8912,0.629321,-3.53941,1.3057,4.92912,-3.74262,-0.041715,3.91324,12.4255,-5.1092,8.32083,1.89659,-13.7912,-13.353,2.5436,-8.89292,,-0.468636,3.2552,0.53894,2.98409,9.68444,1.1496,-1.3187,8.23308,-6.67186,5.29499,-4.5173,9.66391,6.255,-1.47581,-0.416278,-1.69091,-0.593203,1.22904,3.22332,,-0.225678,-1.15986,0.535287,-14.6115,-10.8019,,-1.02538,4.60596,-5.617,-1.3457,-3.90666,2.18912,-13.3016,-2.7619,-1.29816,-2.39342,4.76168,1.85561,-1.86361,,4.92028
2013-08-29,-0.38294,-2.31539,2.32482,5.4383,-0.364413,-3.2779,3.1382,1.63016,-11.1004,-6.25153,4.90352,-0.363747,-2.93701,-4.05819,0.156216,14.4194,2.94055,-1.17391,2.32023,-14.9261,1.60599,1.9195,10.4374,-12.2895,1.65507,-0.079041,7.49897,0.274884,-8.75816,-2.24925,2.21642,8.87664,16.648,-5.00953,11.4878,1.44215,-3.9849,-5.15118,-11.4502,11.7203,2.01061,-3.33908,,11.561,-1.29468,,2.01598,0.021937,1.07721,-1.27947,2.91925,2.07798,4.50326,-12.2831,-3.93966,-1.30191,6.73603,-1.15228,6.67855,4.92779,6.36229,-0.61535,-18.0423,-5.35252,6.05358,6.7334,-1.70255,-14.2036,4.49845,5.25129,,8.68833,1.16865,-4.82548,-5.42645,10.0357,-5.33715,0.263214,3.92137,-7.19571,0.062796,-1.05225,0.751324,1.59434,-1.61249,-1.78821,-1.91141,7.19871,,-8.63463,,-0.122664,3.32606,3.75145,2.09597,-2.70972,-8.66117,,-1.4426,10.7885,-2.66728,-12.0739,2.13886,-10.607,3.2008,0.97133,-5.17353,6.12995,-1.19936,-5.08875,,-5.13962
2013-08-30,2.44814,-1.02308,-1.42266,-6.40637,4.84276,-3.20387,-7.43285,1.03856,16.2736,-10.545,,-2.98444,-5.95704,-0.575265,0.564455,6.56705,3.17636,1.44509,-0.543921,-2.82561,7.86938,-3.46766,-11.0277,0.128323,8.13102,0.318761,-10.1406,4.66553,9.41997,-7.39099,-8.58403,5.26014,7.55531,-8.05886,9.37354,2.5553,1.93365,0.534513,-10.6211,-0.883441,1.74274,-6.70532,-1.16726,-7.11621,1.42479,-0.970349,5.70606,-17.465,-1.79875,-1.02315,3.48385,-1.85098,-2.41137,-0.249349,1.09648,-0.891518,-9.23247,2.61964,-0.897663,0.204076,3.61089,0.437034,,-0.258631,-7.1741,-0.385205,-2.89133,1.21399,-8.44522,21.4635,,0.951467,1.98027,1.39833,2.7874,-3.52843,-3.14395,-0.778736,2.28634,-1.67646,-3.98379,-12.1744,2.81173,11.9935,0.060116,2.11,-0.306353,-7.23363,,4.94833,,-0.08636,5.164,5.75365,-13.6253,-11.9599,8.66117,,13.6799,-10.7885,-2.66728,1.8802,,-8.37896,-5.02044,-1.14383,-0.317738,-0.292267,,,,
