time,FX.FLOWS.DEVELOPED.FXF_G10.FXF_ALL.FXF_BANK.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.FXF_ALL.FXF_CORP.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.FXF_ALL.FXF_LEV.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.FXF_ALL.FXF_RM.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.USD.FXF_BANK.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.USD.FXF_CORP.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.USD.FXF_LEV.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.USD.FXF_RM.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.EUR.FXF_BANK.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.EUR.FXF_CORP.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.EUR.FXF_LEV.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.EUR.FXF_RM.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.AUD.FXF_BANK.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.AUD.FXF_CORP.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.AUD.FXF_LEV.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.AUD.FXF_RM.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.CAD.FXF_BANK.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.CAD.FXF_CORP.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.CAD.FXF_LEV.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.CAD.FXF_RM.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.CHF.FXF_BANK.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.CHF.FXF_CORP.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.CHF.FXF_LEV.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.CHF.FXF_RM.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.GBP.FXF_BANK.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.GBP.FXF_CORP.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.GBP.FXF_LEV.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.GBP.FXF_RM.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.JPY.FXF_BANK.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.JPY.FXF_CORP.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.JPY.FXF_LEV.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.JPY.FXF_RM.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.NOK.FXF_BANK.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.NOK.FXF_CORP.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.NOK.FXF_LEV.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.NOK.FXF_RM.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.NZD.FXF_BANK.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.NZD.FXF_CORP.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.NZD.FXF_LEV.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.NZD.FXF_RM.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.SEK.FXF_BANK.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.SEK.FXF_CORP.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.SEK.FXF_LEV.NET_INDEX,FX.FLOWS.DEVELOPED.FXF_G10.SEK.FXF_RM.NET_INDEX
2012-11-02,0.965296,-2.76063,-2.23187,-0.689009,-2.37092,0.017344,0.707037,-1.51605,3.1508,1.23815,-2.84914,0.308524,-0.463098,-1.53836,0.660404,-0.040747,2.5719,-5.63127,-9.03345,-3.59587,-5.31754,3.47921,5.40243,4.83908,1.8469,-2.84948,0.259663,-1.94293,0.748881,0.64446,1.388,0.071462,1.94539,0.915014,-10.0221,-7.47468,0.298721,0.807216,2.43441,5.36356,-1.44573,0.157084,8.8209,3.29864
2012-11-05,-6.2642,2.92242,-0.5329,2.59396,-0.504072,-1.46664,-2.41625,0.866551,3.1508,0.835549,3.46308,-1.88122,0.639114,-1.0447,1.4071,0.811517,-2.34813,-0.122715,4.21703,0.282298,-4.45027,0.909055,5.4519,3.25098,-0.913035,0.408499,0.483577,-0.154348,-5.66261,1.3545,2.85884,-1.49913,2.76095,-0.157194,-6.1532,-1.06674,1.69582,0.853251,-6.34324,5.15374,-0.632751,1.35282,-3.50173,-3.16969
2012-11-06,0.011541,2.27501,-11.659,-23.2753,-0.371058,-1.44643,-0.626838,0.648074,1.25642,0.244401,-0.77002,0.348193,-2.04203,0.252458,9.13059,-4.99126,-4.76222,-0.784821,0.216862,5.13653,-5.84605,3.49535,-4.41596,-0.276254,2.28958,3.71132,1.54072,-1.86294,0.322314,0.802723,-4.55227,5.13925,-1.83185,-1.99842,2.71694,-10.9137,8.14314,-0.941804,-7.47575,-10.2426,2.8533,-1.05976,-7.42331,-6.26057
2012-11-07,7.83029,-2.21647,16.7223,-2.94592,0.219506,0.454901,-0.28607,0.266964,2.01733,0.562074,-0.66881,-1.05325,5.56355,-1.27744,-9.60266,-0.748712,2.81601,-1.29509,0.527125,-4.27548,-2.00309,-1.52911,5.51127,1.01923,3.31618,-3.58181,3.33259,0.114025,-5.72432,0.155314,4.87139,-0.242649,5.95351,1.97866,2.44812,-11.3235,2.66477,-1.44328,5.72037,8.98713,-6.99315,3.75932,4.86899,4.31036
2012-11-08,2.84259,7.86405,-15.9701,-26.8732,-1.57387,-0.102283,0.366271,2.68593,3.23132,0.089975,0.33458,-0.375193,1.28435,-0.734198,0.156484,3.22116,6.48011,-0.379107,-5.30594,0.12416,-4.92519,1.49626,-5.55801,4.05742,0.313716,2.38077,-1.94794,-4.84457,-5.78772,-2.20565,4.31691,-5.07618,-5.4787,3.04867,3.02779,-10.754,8.34317,0.164671,-10.9359,-9.29241,0.955412,4.10494,-0.424364,-6.61953
2012-11-09,-1.65554,-0.500796,7.05349,-21.6501,-1.57254,-0.81651,-0.547004,0.983662,2.8723,1.36523,1.28936,0.261198,0.549865,0.470374,1.17672,2.85892,-0.474633,-2.01839,-6.33533,-5.56921,-6.00927,1.8656,5.10448,3.08399,-1.02622,1.76509,-3.48419,-0.083982,-2.42777,0.050489,-2.74813,-1.83976,-6.11377,-2.50381,10.0221,1.47935,5.52174,0.254972,11.1817,-9.4445,7.02476,-0.933845,-8.6062,-13.3798
2012-11-12,-7.18447,2.28205,5.08878,-23.2355,-1.03318,-1.17153,0.068711,0.983005,2.21843,1.84922,0.36671,-1.90362,1.28006,0.01421,-1.77149,-2.54153,1.07803,-1.3238,-0.632259,-1.94249,-2.67201,2.02227,3.0517,-3.82556,-0.303174,-0.16623,-2.6249,0.78449,-0.563453,0.30228,0.739381,1.10103,-4.07928,-0.068998,-0.617831,-0.185831,-0.120475,0.055551,-0.110462,-1.93809,-2.98941,0.769086,6.61923,-13.7669
2012-11-13,13.5052,5.60552,-20.0662,7.91882,-2.15993,0.367615,-0.811326,-0.615604,1.67693,-0.238073,2.13216,2.39388,0.045049,0.039669,1.78554,3.64729,6.48011,-3.47538,-0.854213,-1.50117,0.209305,3.80051,-5.91512,0.452935,0.970805,-0.076849,-1.57811,-5.37872,-0.334743,-1.95379,0.572117,-1.8821,1.13236,2.09397,0.14568,5.5008,5.39978,-0.40538,-10.9359,-1.45814,0.085542,5.45323,-4.60702,6.75965
2012-11-14,1.16982,5.83677,-10.4541,-17.7076,-2.47133,-0.558426,1.22928,0.996109,1.07324,0.785767,2.39062,-1.22754,-4.77079,-0.239777,-0.056685,2.48941,0.222753,1.61448,-1.80849,-0.264301,-4.49406,3.80051,2.10072,-1.15815,0.636301,1.80665,-2.97846,0.824621,5.72432,-2.89793,-5.06511,1.69984,-4.21961,3.79619,-2.59694,-8.83448,4.35213,-2.10953,-0.915763,-10.1534,5.11686,-0.161175,-2.75327,-2.07971
2012-11-15,8.19178,0.214373,-19.008,14.3154,-1.46193,0.449436,2.75727,-0.102328,-1.35408,-0.463999,3.6543,1.36776,1.37319,-0.676659,-1.57905,-0.23077,6.30595,2.19756,-4.23068,2.31446,2.18799,-0.965465,-1.99594,5.75074,-0.170401,0.79687,0.463648,0.150536,5.72432,-1.05924,-5.26759,3.70928,-5.28494,-2.24176,-2.16456,3.42134,2.23817,0.229413,-11.1817,-10.1534,-1.36649,1.94822,0.536219,8.08784
2012-11-16,4.26949,-1.97275,6.2698,9.66554,-0.047584,-1.04694,1.14155,-1.43394,-1.53754,0.165816,-3.6543,1.99257,1.22276,-0.338382,6.33938,0.94522,-1.47539,-1.63706,4.65392,6.20487,-0.997431,3.80051,-1.34291,-2.98211,0.844125,1.53903,5.61421,-2.81796,1.65519,0.340554,-3.2951,-1.16534,-0.753757,-1.25038,2.60923,7.0127,4.20891,-1.33937,0.717128,0.514155,1.15021,-2.20652,-6.51331,1.39537
2012-11-19,0.658332,-9.24186,30.4316,-4.26694,-0.401815,1.78598,-2.43295,-2.87076,0.377222,-0.477844,0.8624,-1.00927,2.87005,-1.37923,3.87838,-4.32105,-0.938802,-6.05516,9.63494,1.85863,0.483618,0.37771,1.76288,-1.87994,3.82628,-0.706855,0.21783,-0.513473,-3.92816,-0.38291,5.22335,0.769979,-4.16281,-0.700895,8.90393,-5.33168,1.37436,-0.273052,4.01149,-3.09127,1.15839,-1.4296,-1.63061,12.1219
2012-11-20,-2.84677,-5.06741,20.8611,6.03253,-2.21933,0.88964,-1.06301,-2.8541,1.8055,-0.080819,1.79241,-0.779192,-1.35529,-0.748332,4.22828,-0.252258,5.52819,-6.06852,3.44549,1.00725,0.666785,1.01366,1.11246,-2.33513,-4.41173,-1.67428,3.00036,1.58352,5.78772,-0.193192,-5.36243,3.51923,0.227236,-0.655755,10.1573,3.0062,-7.25353,-0.23923,3.85986,2.55981,-1.62234,2.68942,-0.309608,0.577211
2012-11-21,4.16785,-7.06425,19.5521,0.272428,0.033785,0.321288,-0.545823,-1.35316,-1.38323,-0.027912,0.531818,0.696888,3.63398,-0.55839,-1.12779,-1.53702,1.7835,-0.781774,1.17893,0.973878,-0.922209,3.79846,2.8788,0.631338,2.88583,-1.63652,1.18015,-0.811898,-0.249417,0.320103,1.68422,0.843078,-2.01049,-3.75398,0.234401,-10.4591,1.12026,-2.02443,5.65082,-2.83031,-0.724159,-2.7211,7.88652,14.1187
2012-11-22,2.8192,-1.37871,7.11098,3.17977,-0.325583,0.131751,-0.336576,-0.063379,0.457121,0.207671,-0.44925,-0.552188,0.763854,-0.164827,1.35573,0.526631,1.42308,-0.58478,-0.971138,0.099511,-1.60253,-0.509553,-2.64036,1.51275,0.400396,-1.14962,2.71428,1.1123,-1.72146,2.71512,-0.188694,1.66488,1.55534,-3.43071,5.93307,-7.58402,3.79621,1.83745,-0.566411,-1.12571,-1.92722,-0.431215,2.26033,7.589
2012-11-23,-2.00753,-4.52825,4.51095,5.60191,-0.502086,0.218515,-0.128164,-0.406848,-0.037478,0.108211,-0.712352,0.390439,0.742342,-1.37253,-0.460571,-0.070963,2.64307,-3.08879,0.788932,1.13507,1.04457,1.8228,-2.79117,0.498325,-0.080473,-0.504776,3.23608,-1.40457,1.63305,-0.18305,0.09827,-2.60719,-3.65939,-2.65225,4.68043,0.594305,-4.54694,0.27377,-0.588187,1.50928,0.755802,0.849851,0.387689,5.96407
2012-11-26,9.07504,4.45172,9.8224,6.3445,1.9271,-2.02133,-1.11646,0.514236,-0.791322,-0.707483,0.20237,-0.242938,3.55556,-0.797974,1.68226,-1.33293,5.60383,0.216586,-1.66851,-2.14058,0.473397,3.80051,2.18372,7.46213,0.757257,1.80522,4.08304,3.35055,-5.78772,2.88341,4.74688,5.27624,-0.73307,1.17784,1.90132,-3.92958,2.21399,-0.083901,0.160944,-4.79986,1.85602,-1.82117,-2.35315,2.18722
2012-11-27,10.4562,-1.16839,-11.5286,-8.63867,-0.770589,1.99322,0.566106,1.06518,0.118034,-0.637685,-1.32094,-0.979351,2.3348,-2.17392,-0.06986,1.42692,5.13187,-2.9916,-4.70454,-4.91723,2.61693,-0.325143,2.65987,-7.46213,3.94596,-1.81553,-1.99398,-0.077789,-2.31147,-0.881738,-0.720256,0.43122,0.265217,-0.958991,1.65056,-10.9892,3.22065,1.1595,-1.59243,-1.78091,-4.09521,5.46351,-6.00319,14.6446
2012-11-28,3.52173,13.1345,6.25333,-17.6772,-2.0099,0.29885,-0.764322,0.962938,3.29191,-0.515851,0.346034,-2.44216,4.62881,0.128403,0.80991,-1.27674,3.1557,1.13989,-5.49786,-5.15742,3.53886,3.80051,2.27435,-7.17733,3.48683,1.90405,-0.954456,1.00216,-5.79548,-1.4855,-1.12055,4.61798,-2.40184,3.75398,-2.75175,-11.4708,0.920677,0.583895,4.40191,-2.19033,-5.29383,3.52626,9.51006,5.45444
2012-11-29,16.1728,-14.8029,5.07756,-19.6994,-1.91321,2.02133,-1.04886,1.46147,2.07678,-1.0422,0.159552,-0.912045,5.46651,-0.617937,-3.47997,-1.63458,-1.26835,-2.39695,0.814606,3.27548,5.98625,-2.49354,-2.06304,-2.442,0.608052,-1.32802,1.4469,-3.02423,1.52088,-0.456537,3.02446,-4.52338,0.361884,-1.49351,-5.26687,-9.94601,1.33386,-1.31123,11.3826,-4.90867,2.00015,-5.68436,0.108212,2.95455
2012-11-30,-6.8236,15.171,-12.3814,-21.572,1.86301,-0.266702,-2.73313,-1.16708,0.824974,0.560313,1.40966,-1.93472,0.354871,-0.06856,1.71842,-2.21898,1.64898,0.064362,-3.45481,-3.02792,-6.00927,4.21238,-6.30216,-7.11384,-4.09584,3.02641,1.37265,2.61228,2.44405,1.95944,5.36243,-0.047166,-5.1052,1.7017,-6.04486,-5.85782,0.46569,-0.288398,-3.22545,5.46217,0.785125,4.27005,-0.484133,-8.2789
2012-12-03,1.07801,1.25325,11.5117,-12.6037,0.728532,-0.509442,-1.7259,-1.21415,1.33755,-0.479275,2.09193,1.09164,5.56355,0.770422,-3.44464,-1.55292,6.68568,-0.82232,-5.46199,-8.22607,-0.693282,4.21272,1.84639,-4.97826,-0.822072,-1.25643,3.06792,0.997976,-5.95445,1.09407,2.93165,-0.748365,-5.95351,0.913718,10.3338,4.99608,1.53012,-0.217636,11.3826,-5.62252,-1.34411,-2.45258,-9.51006,2.65286
2012-12-04,-6.80349,-8.23859,12.9868,-26.7807,2.47755,-0.077784,-1.69012,-2.34295,-0.646293,0.562173,1.26308,1.47359,-3.20114,0.865478,2.7261,1.3639,-0.371695,-3.73113,1.55048,-2.51088,-2.94488,-0.509712,0.099985,-4.73996,2.27032,-1.66818,-0.489043,-2.01218,-5.87704,-1.88086,-0.557308,0.740158,-0.851296,-2.6564,-1.84471,-5.64659,0.111301,0.633836,1.94741,1.50626,2.22968,0.22399,9.98095,-14.6121
2012-12-05,0.492198,4.17867,15.8756,11.7198,-0.246906,1.99057,-2.16819,-0.618355,-0.007789,-2.03965,3.28447,2.09827,-1.32291,-0.007106,3.43744,-2.0371,-1.75576,0.739363,-0.942561,-1.76941,-6.2286,0.874164,2.99179,0.342891,-0.095285,-2.87403,-0.133573,-0.816296,6.06605,0.384309,-5.37097,-2.31188,-0.379827,3.92806,3.21855,-5.68912,-0.940532,2.10953,7.38277,7.90874,5.40376,-0.926543,4.17586,14.6121
2012-12-06,-6.83786,-2.81501,14.6486,-17.1939,-0.50282,-0.231776,1.14,1.53318,2.31066,1.00574,-3.42486,-0.129866,-1.58614,-1.95387,-1.35875,-0.898794,0.400318,-2.94886,0.392135,-1.11006,-5.67246,2.13375,6.50383,7.65027,1.32972,-0.990289,-1.65068,-0.000821,-1.68122,0.838111,0.076948,-0.277908,-5.75056,-1.54028,0.710811,-11.7887,2.82119,-2.10953,2.02811,2.64294,1.49346,2.98198,10.231,-14.8141
2012-12-07,8.43223,-8.48936,0.682832,4.09281,-0.689233,-0.207427,0.258387,0.740174,2.12125,1.62586,-0.262196,-3.05083,1.79724,-1.94005,1.99528,1.49148,-6.30595,-4.61984,8.96962,-9.15337,-6.16584,1.97074,-2.54734,7.65027,4.06385,0.54799,-5.61421,-5.50913,-0.627399,-0.456437,1.8728,3.31554,6.03147,-3.8071,-8.38421,-2.79977,4.85379,-1.91594,2.23636,-3.73797,3.35305,0.312848,2.15834,15.1464
2012-12-10,-5.78697,-4.95274,-0.570806,17.1597,-0.270581,1.40163,-0.935452,0.194473,2.36578,-0.165254,1.03422,-0.058688,2.74755,-0.696442,-0.558809,-0.930336,-2.52628,-4.16304,-1.4348,2.2886,1.32771,-4.44703,1.77246,7.65027,-2.00893,2.55352,3.12516,1.69669,-3.54004,0.272441,-1.04947,-2.67919,-1.19966,-1.68727,-0.705529,-0.0931,-3.19949,2.18109,3.44983,3.67746,0.516959,-0.202383,-5.26842,5.41354
2012-12-11,4.40872,-7.09402,-6.9947,-7.22553,-1.33795,1.65217,-0.150022,0.097256,2.27593,0.524657,2.71091,-0.718235,-1.22505,-0.698567,2.23973,0.400757,4.97054,-1.77825,-2.50785,0.521148,-6.06787,1.22917,4.24495,-7.65027,0.399763,-3.50562,1.0949,-0.426801,3.27695,-2.7984,-3.55044,-2.59952,6.11803,-4.36031,0.011357,-7.66629,-2.29111,1.26357,-10.1069,1.26001,-1.7105,1.37756,-0.981357,9.55641
2012-12-12,7.13751,-11.337,-12.4035,-20.0449,-0.383661,1.68097,1.82539,0.524091,-0.598219,-0.459154,0.753911,1.05322,4.16846,0.980368,3.4193,-0.356125,6.48011,-3.55253,-8.96962,-2.65325,0.803717,-0.723594,-1.33174,1.61741,-1.95865,-4.54494,-1.78784,0.942295,-0.291906,1.07922,-5.37097,-5.32994,-6.34246,-4.36031,4.75019,-1.61012,6.02758,1.42693,-9.32213,0.03888,-0.76746,-2.86396,3.62999,-14.2714
2012-12-13,-0.614041,14.6237,7.79653,8.15373,2.37092,-2.02133,-2.18828,-1.13627,-1.94595,2.05328,3.55934,-0.342562,1.96602,2.18387,-3.57507,0.431759,3.42814,-2.21856,1.09871,-1.19532,-2.62009,4.2846,6.55115,0.952509,0.030663,4.25876,-1.93077,2.67874,-6.53821,2.21723,4.98157,2.39127,3.01518,-2.23403,-0.925877,-0.384687,-2.11521,0.85147,-1.24603,4.47441,1.7945,5.24841,1.47179,0.28388
2012-12-14,5.01764,-7.84688,-3.1031,11.8816,0.605291,-0.030071,-2.80635,0.896555,0.060142,-0.163533,3.59026,-1.08415,2.68553,1.93272,-0.843386,-2.48004,3.0683,-5.33953,-4.94832,-1.72357,0.281807,-0.907518,4.69635,3.4057,1.77137,-4.61212,-3.1417,0.085379,-5.20712,2.54122,5.7183,-0.443453,0.940764,-1.62867,-3.15561,3.82067,-2.46567,1.45772,4.65018,-1.26931,3.27723,-1.0971,-6.86281,10.6738
2012-12-17,14.7741,-2.33051,4.7063,8.31376,-1.40132,-1.4283,0.060042,-1.52596,2.9633,-0.132319,0.002105,0.425529,2.82681,-2.42439,4.22521,0.174822,2.93087,-3.01669,-2.23803,2.02421,6.50144,-1.01156,-5.0388,8.03358,-1.68116,4.01473,-1.92592,0.340954,-2.16,2.89793,2.70994,3.75393,6.29094,-1.51612,2.98571,-6.56388,0.692294,-0.647216,11.0973,-7.37554,-2.18908,0.933426,-7.17125,9.02612
2012-12-18,8.0165,-6.21335,-13.7175,-9.74568,-2.47755,1.06364,0.355549,0.179106,1.09842,-1.04174,0.275168,0.947595,2.45938,-2.42819,-0.499651,-1.19986,3.33734,-6.39589,-2.13716,2.12815,2.6419,2.62299,-2.80862,2.79618,-1.29088,1.20122,-1.1804,1.35543,1.83868,-0.076271,-3.54694,-0.905164,-0.477471,-4.59868,1.36715,-8.43987,0.573854,-2.24479,4.68752,-8.49093,0.312831,5.68436,-10.2302,1.88368
2012-12-19,-0.148964,9.72271,28.2349,-11.9621,-0.196584,1.43883,-2.80635,2.01462,3.41595,-1.24108,-3.6543,0.226702,2.78731,-0.645854,-6.95136,0.881643,0.386517,4.11998,8.99632,1.60149,2.66954,4.21272,6.82306,-5.27809,-4.1878,-0.389099,5.74946,1.7457,-6.58187,0.332463,-0.465646,-1.36654,-2.35474,4.62083,10.6157,-3.50181,7.4384,-1.97433,-0.34685,-3.78719,-3.52569,-0.751755,10.2749,-4.49862
2012-12-20,11.7505,-1.33483,-6.08229,6.0387,-0.288319,-0.211948,0.03218,-0.706095,-1.06544,0.941047,-0.172588,0.06788,1.95827,0.136299,-1.02116,0.378882,2.74557,-3.19375,-7.50399,0.698279,-0.331486,2.49766,-2.53218,3.1996,-2.23707,-0.124703,-0.882468,-4.47676,0.900926,0.455952,-4.08479,-1.61644,1.51187,1.97929,10.7093,4.33133,7.62123,-2.37237,-10.9171,1.80766,0.93496,-1.44231,10.2904,2.35437
2012-12-21,7.44203,9.22252,-7.82553,-22.7611,-1.4316,-0.489889,0.99092,1.25951,3.41601,-1.91167,-1.05895,-1.23033,2.34595,0.875724,-2.12913,-0.100277,1.17695,-2.42586,-0.26191,-0.596569,4.65821,4.21272,0.522626,1.33159,-3.22409,0.894108,1.92706,-3.4267,-6.62717,2.80242,4.12661,1.65221,1.71103,-0.270804,-1.97002,-11.974,5.75302,2.37237,-8.64702,-4.65531,-0.33628,3.16341,-1.32572,-5.02122
2012-12-24,-8.43592,-1.77604,-12.0905,-4.42842,-0.86061,-1.58139,1.21701,0.287429,0.307282,0.93977,-0.082232,0.103734,0.32069,0.481702,-1.40161,-0.660822,-3.42865,0.233522,-1.33595,0.794462,-2.06817,-0.70193,-6.73951,-2.25812,-1.83747,-1.09031,0.599791,0.422751,5.19029,0.082257,-3.9662,-0.11801,-1.1467,-0.09854,-0.241897,-3.78167,-2.17877,0.132211,-0.415117,-0.29618,-2.73381,-0.173335,0.275182,1.07801
2012-12-25,-0.483852,1.76187,-0.029816,0.132499,0.230498,-0.229098,0.313308,0.124084,0.335368,-0.34143,-0.008614,0.010305,0.508285,-0.204919,,-0.018396,0.021096,0.001828,,-0.014707,0.044408,-0.005233,,,0.012204,0.04201,,-0.004946,-1.73855,2.53354,-0.334511,0.03616,,-0.016262,,,0.10284,-0.00854,,,,-0.01002,,
2012-12-26,5.87347,-0.437812,-9.82536,-1.406,-0.557914,-0.033614,-1.14977,0.218808,0.063026,0.675181,0.183796,-0.183225,-0.781651,-1.53314,-1.44936,0.015851,2.50501,-1.0653,-1.33243,0.281452,3.13369,0.745849,0.673115,-0.013256,-1.39293,0.484859,0.293419,0.67686,0.887425,0.68543,5.68177,-2.41456,0.181222,0.780575,-9.56272,0.010244,2.01682,-0.361673,-3.11339,0.264532,-0.415397,-0.815975,-0.049792,-0.262708
2012-12-27,-10.9906,1.8199,4.07708,-6.74262,0.402472,0.579709,1.92947,-0.250978,2.76637,0.398444,-0.841387,-0.560011,0.965058,-1.0972,-0.274875,2.21611,2.75978,4.86501,-0.406673,0.104034,-6.75015,0.231987,4.15804,-4.40881,-0.650771,0.240909,0.801776,-1.26325,-6.53231,-2.88341,-4.34354,0.349434,1.91578,4.59868,2.15668,-6.38281,-3.95104,-2.24479,-1.22005,0.809706,1.60569,-2.86944,2.11765,2.64397
2012-12-28,-6.30627,-6.53637,4.10703,4.94249,-0.269266,-1.21661,-0.253603,-0.672009,1.96895,2.03713,-0.541956,-0.098028,-0.102617,-0.981951,-0.277366,4.28077,1.3646,-1.7731,-2.26668,-2.61439,0.61062,-3.19956,-0.266822,0.497703,-0.305033,-4.13612,-1.63486,1.43994,-5.92346,2.36054,5.68697,0.342365,2.21344,0.994203,2.52528,-3.90812,-3.65006,-1.78903,0.969703,7.25183,-1.91015,1.16812,0.166364,-1.57757
2012-12-31,5.24759,-4.02227,-2.39529,-12.1036,1.34552,0.067532,0.163318,0.23808,-0.472428,0.407504,0.940739,-0.285775,-0.537458,0.004857,-0.865217,1.47086,1.80799,-3.7444,1.26235,-4.4375,5.86479,0.786814,-6.38229,-2.53276,0.443752,-0.665626,3.4437,-2.53517,0.402664,-0.556683,-0.533502,-2.24892,-0.201582,-0.108672,0.89052,-0.483818,-3.60724,0.103284,-2.11422,-2.34406,-0.098028,-0.316885,0.799318,1.05545
2013-01-01,-2.09946,-0.23723,0.829407,2.71486,-1.35087,0.704791,-5.76482,3.28487,,-7.33668,,,,-3.25111,,,,,,,,,,,,,,,,,,,,,,,,0.001142,,,,,,
2013-01-02,-0.219494,0.225872,-0.17319,-0.718839,-1.44621,0.219699,0.101287,-3.7455,5.1866,-0.628363,1.10297,0.955608,6.515,1.92664,-3.91292,19.2254,3.18378,0.434005,-4.637,-2.61007,-3.70021,0.14233,0.846673,-7.71418,0.354201,0.386926,0.680644,7.31765,-11.6483,1.08552,0.439726,-3.72532,0.58181,1.23886,-4.32237,-2.58898,12.0902,-0.651621,-4.89448,-2.57697,0.194591,-0.685655,1.99059,-1.39111
2013-01-03,0.227591,0.153358,0.254382,-0.456148,1.40196,0.683952,0.826991,-1.66798,-0.924111,-0.012544,-0.317421,0.500513,4.29734,-0.531005,-0.755263,0.735985,0.504717,-1.30202,0.019482,-0.940844,-0.624109,0.948301,-0.755194,0.228883,-2.34188,-1.76683,-2.86074,1.664,-2.72377,-0.257384,0.989065,0.31993,-4.32251,-0.838868,-0.293555,3.06552,1.81819,0.564759,1.88076,-0.180344,-6.39298,-3.35998,-0.96098,11.8417
2013-01-04,0.244528,0.163161,0.124811,0.277151,-0.068359,-0.803667,0.222799,0.856743,2.73611,0.811398,0.664674,-2.005,1.76541,-0.294345,-1.79909,-0.942335,-5.3726,-2.88732,4.48656,-5.88946,-4.32517,4.14988,0.357251,1.24432,-1.17141,1.59257,-2.8429,4.12621,-2.05405,2.01436,-0.166946,2.84974,3.14192,0.147643,-6.63493,6.02407,-1.5214,0.173019,0.031841,0.840634,-5.78801,1.77147,5.97176,2.91452
2013-01-07,0.079272,0.089479,0.260878,-0.130955,-0.181943,-0.818946,0.233879,-1.51672,2.11293,1.56282,0.407682,0.494398,8.86479,-3.7111,-2.09266,1.51429,2.03015,0.927468,0.315096,5.99505,-0.270233,-2.41136,1.57462,1.88711,-1.05948,1.09101,-0.417726,0.781051,-5.89984,1.68636,1.90391,0.653268,-6.55134,0.509816,-3.75701,-1.35266,0.978653,1.17512,-4.19592,4.23491,-1.23892,-7.71056,-6.4196,-0.604648
2013-01-08,0.080437,0.088188,0.41179,-0.20523,0.768093,0.084129,0.65626,-1.01906,0.148358,-0.483857,0.795499,-0.425425,1.01791,-1.40293,-0.179485,0.582572,2.0737,-1.76546,-2.84271,-1.70209,-3.57484,4.24292,-2.54002,1.5625,-0.608592,1.50478,-1.34499,3.02368,-1.98382,-0.151377,0.655767,0.518736,-0.775125,-3.1166,10.3656,-1.76426,2.41084,-1.82457,2.38075,2.67952,-8.55286,15.1001,-14.3242,8.74355
2013-01-09,0.181176,0.270363,-0.34913,-0.128199,-1.20446,0.768831,-0.084752,-0.456821,1.94277,-0.04757,1.20951,-0.006118,0.427492,-0.090542,2.02457,0.417296,1.1489,-1.17018,0.936003,-5.96346,-3.07185,4.31925,-3.2665,-5.17441,-1.80878,-0.131944,-2.6147,1.16574,2.32453,-0.268271,-2.40111,1.31756,7.63609,-1.07973,-16.4359,-2.34912,-3.05601,-0.937082,-1.04109,4.18551,-5.19232,-3.61302,4.33663,-19.616
